InternetService_Fiber optic,PaymentMethod_Electronic check,MonthlyCharges,PaperlessBilling,SeniorCitizen,PaymentMethod_Credit card (automatic),Partner,Dependents,TechSupport_Yes,OnlineSecurity_Yes,Contract_One year,TotalCharges,InternetService_No,Contract_Two year,tenure,Churn
0,1,39.05,1,0,0,1,0,0,0,0,669.85,0,0,18,1
0,0,82.15,0,0,0,1,0,0,0,0,5784.3,0,1,72,0
1,0,103.0,0,1,0,0,0,1,1,1,5166.2,0,0,49,0
1,0,95.1,1,0,1,1,0,1,1,0,4060.55,0,0,44,0
1,0,83.9,1,1,0,1,0,1,0,0,267.4,0,0,3,1
1,1,95.15,1,0,0,1,1,0,0,0,3532.85,0,0,37,0
0,1,79.8,1,0,0,1,0,0,0,1,4914.8,0,0,61,0
0,0,74.8,1,0,1,1,0,1,1,0,5315.8,0,1,70,0
1,1,69.85,1,1,0,0,0,0,0,0,69.85,0,0,1,1
0,1,20.45,0,0,0,0,0,0,0,0,775.6,1,0,41,0
0,0,78.35,0,0,0,1,1,1,1,1,5445.95,0,0,70,0
0,0,53.55,1,0,0,0,0,0,0,0,53.55,0,0,1,1
0,1,19.1,0,0,0,0,0,0,0,1,1007.8,1,0,51,0
0,0,20.0,0,0,0,1,1,0,0,0,833.55,1,1,42,0
1,0,93.9,0,0,0,1,1,1,1,0,6579.05,0,1,70,1
0,0,19.95,0,0,0,0,0,0,0,1,1004.5,1,0,48,0
1,1,113.15,1,0,0,1,1,1,1,0,7856.0,0,1,68,1
0,0,24.0,0,0,1,0,0,0,0,0,1183.05,1,1,48,0
1,1,84.95,0,1,0,1,0,0,0,0,2169.75,0,0,26,1
1,0,80.5,1,0,0,1,0,0,0,0,896.9,0,0,11,1
0,0,19.3,1,0,0,0,0,0,0,0,19.3,1,0,1,1
0,0,19.15,0,0,0,0,0,0,0,1,501.35,1,0,27,0
1,0,91.3,1,1,0,0,0,0,0,1,4126.35,0,0,46,0
0,0,49.65,1,0,0,0,0,0,0,0,49.65,0,0,1,1
0,0,54.35,0,0,1,0,0,1,0,0,2460.15,0,1,46,1
0,0,19.15,1,0,0,1,1,0,0,0,477.6,1,0,25,0
1,1,88.45,1,0,0,0,0,0,0,0,370.65,0,0,4,1
0,0,19.75,0,0,0,0,0,0,0,0,265.75,1,1,13,0
0,0,75.5,1,0,1,1,0,1,1,1,2424.45,0,0,31,0
1,1,83.75,1,0,0,1,1,0,0,0,1849.95,0,0,23,0
0,0,19.4,0,0,0,0,0,0,0,0,61.05,1,0,2,0
0,0,26.5,0,0,0,0,0,0,0,0,1698.55,1,1,65,0
1,0,90.5,1,1,0,0,0,1,0,0,1910.6,0,0,22,1
0,0,19.15,0,0,1,1,1,0,0,1,998.1,1,0,55,0
1,0,94.85,1,0,0,1,0,1,0,0,890.6,0,0,9,1
1,0,69.95,1,0,0,1,1,0,0,0,529.5,0,0,7,1
0,0,40.9,0,0,0,1,1,1,0,1,1383.6,0,0,35,0
0,0,80.25,1,0,0,0,0,1,1,0,493.4,0,1,6,0
0,0,48.6,1,0,1,0,0,0,1,0,48.6,0,0,1,1
1,1,70.8,1,0,0,0,0,0,0,0,1207.0,0,0,17,0
0,0,60.2,0,0,0,1,1,0,0,0,563.5,0,0,10,0
0,0,55.2,0,0,1,0,1,1,0,1,864.55,0,0,15,0
0,1,55.8,1,1,0,0,0,0,1,0,2109.35,0,0,40,1
0,0,54.15,0,0,0,1,1,1,1,1,701.05,0,0,13,0
1,0,80.15,1,0,0,1,0,0,0,0,2265.25,0,0,29,1
1,1,75.5,1,0,0,0,0,0,0,0,220.6,0,0,3,1
1,0,100.4,1,1,0,1,0,1,0,0,5749.8,0,0,58,0
0,0,62.55,1,0,1,0,0,1,1,1,2796.45,0,0,45,0
0,0,70.45,1,0,0,1,1,1,1,0,5165.7,0,1,72,0
1,0,85.5,1,0,0,1,1,0,1,1,5696.6,0,0,68,0
0,0,20.2,1,0,0,0,0,0,0,0,20.2,1,0,1,1
0,1,54.5,0,0,0,1,1,0,1,0,2076.05,0,0,38,0
0,0,20.75,0,0,0,0,0,0,0,0,44.2,1,0,2,0
0,0,20.35,0,0,0,0,0,0,0,0,215.25,1,0,11,0
1,0,91.0,1,1,0,1,0,0,0,1,1859.5,0,0,20,0
1,0,104.8,1,0,0,1,0,0,0,0,7470.1,0,1,72,0
1,0,74.75,1,0,1,1,0,0,0,0,229.5,0,0,3,1
1,0,104.05,1,0,0,0,0,1,0,0,2470.1,0,0,23,1
0,1,51.1,1,0,0,0,0,1,0,0,2092.9,0,0,40,0
1,0,89.8,1,1,0,1,0,0,0,0,5629.55,0,0,62,0
0,1,20.55,1,0,0,0,1,0,0,0,469.85,1,0,22,0
0,0,64.05,0,0,0,0,0,0,1,0,733.95,0,0,11,0
1,1,74.85,1,1,0,1,0,0,0,0,485.25,0,0,7,0
1,1,96.65,1,0,0,0,0,0,1,0,1244.5,0,0,13,1
0,0,20.05,0,1,0,0,0,0,0,0,20.05,1,0,1,1
1,1,103.45,1,0,0,0,0,0,0,0,3994.45,0,0,39,1
0,0,25.0,0,0,0,1,0,0,0,0,78.25,0,0,3,0
0,0,20.3,0,0,1,0,0,0,0,0,1131.5,1,1,58,0
0,0,26.35,0,0,0,0,1,0,0,0,184.05,1,0,6,0
0,1,19.9,1,0,0,1,1,0,0,0,19.9,1,0,1,1
0,0,54.7,1,0,0,1,0,0,0,0,1178.75,0,0,22,0
0,1,46.35,0,0,0,1,0,0,0,0,667.7,0,0,14,1
1,0,90.25,0,0,1,1,1,0,0,1,5629.15,0,0,64,0
0,1,19.95,0,0,0,0,0,0,0,0,19.95,1,0,1,1
0,0,20.65,0,0,0,0,0,0,0,0,109.3,1,0,6,0
1,1,79.6,0,0,0,0,0,0,0,0,79.6,0,0,1,1
0,0,25.45,0,0,0,0,1,0,0,1,958.45,1,0,39,0
0,0,19.5,0,0,0,0,0,0,0,1,403.15,1,0,20,0
1,1,75.9,1,0,0,0,0,1,0,0,75.9,0,0,1,1
1,1,76.2,0,0,0,1,0,0,0,0,76.2,0,0,1,1
0,0,66.15,1,0,1,1,0,0,1,1,4392.5,0,0,64,0
0,0,19.25,0,0,0,0,1,0,0,0,19.25,1,0,1,1
0,0,69.1,1,0,1,1,0,0,0,0,3168.0,0,0,46,0
0,1,39.1,1,1,0,1,1,0,0,1,1096.6,0,0,28,0
0,0,20.05,0,0,0,1,0,0,0,0,669.45,1,0,33,0
0,1,59.8,0,0,0,1,1,0,1,1,2343.85,0,0,39,0
1,1,84.3,1,0,0,1,0,1,0,0,3588.4,0,0,42,1
0,1,48.6,1,0,0,0,0,0,0,0,48.6,0,0,1,0
1,1,79.0,1,0,0,0,0,0,0,0,522.95,0,0,7,1
1,0,105.35,0,1,1,1,0,0,1,0,7511.9,0,1,70,0
0,0,25.1,1,0,0,0,0,0,0,0,1725.0,1,1,65,0
0,1,49.75,0,0,0,0,0,0,1,0,49.75,0,0,1,0
1,1,94.75,1,0,0,1,0,0,0,0,1691.9,0,0,18,0
1,1,93.0,1,0,0,1,0,0,0,0,2248.05,0,0,24,0
0,0,71.9,1,0,0,0,0,1,1,0,4479.2,0,1,63,0
0,0,77.55,1,0,0,0,1,0,0,1,3471.1,0,0,44,0
0,1,19.85,1,0,0,0,0,0,0,0,63.0,1,0,4,0
1,1,70.25,1,0,0,0,0,0,0,0,70.25,0,0,1,1
1,1,95.25,1,0,0,1,1,0,0,0,3314.15,0,0,37,0
1,0,84.6,1,1,1,0,0,0,0,0,865.55,0,0,10,1
0,0,25.05,1,0,0,0,0,0,0,0,852.7,0,0,34,0
0,0,53.15,0,0,1,1,0,0,1,1,1930.9,0,0,35,0
0,1,20.15,0,0,0,1,0,0,0,0,91.4,1,0,4,0
1,1,101.25,1,1,0,1,0,1,0,0,3949.15,0,0,39,0
1,0,100.55,1,1,0,1,0,0,0,1,4304.0,0,0,43,0
0,0,24.1,0,0,0,1,1,0,0,0,409.9,1,0,17,1
0,0,25.3,0,0,0,1,0,0,0,0,1554.9,1,1,61,0
0,1,71.8,0,0,0,1,0,0,1,1,3472.05,0,0,49,0
0,0,19.7,0,0,0,0,0,0,0,1,117.8,1,0,4,0
0,1,49.85,0,0,0,1,1,1,0,0,3210.35,0,1,64,0
1,0,69.6,1,0,0,0,0,0,0,0,207.4,0,0,3,0
0,1,19.75,0,0,0,1,1,0,0,0,19.75,1,0,1,0
1,1,80.8,0,0,0,1,0,0,0,1,3132.75,0,0,40,0
0,1,60.0,1,0,0,0,1,1,1,0,60.0,0,0,1,1
1,1,86.55,1,0,0,0,0,0,0,0,649.65,0,0,8,1
0,0,20.85,1,1,0,1,0,0,0,0,20.85,1,0,1,1
0,0,64.2,0,1,0,1,0,1,0,1,2106.3,0,0,34,0
0,1,35.0,0,0,0,1,0,0,0,0,35.0,0,0,1,0
0,1,50.75,1,0,0,0,0,0,0,0,2011.4,0,0,39,1
1,0,105.5,1,1,1,1,0,1,1,1,6205.5,0,0,58,1
0,1,19.2,0,0,0,1,1,0,0,0,903.7,1,1,45,0
1,0,85.15,1,1,0,0,0,0,1,0,503.6,0,0,6,1
1,0,90.65,1,0,1,0,0,1,1,1,3882.3,0,0,43,0
0,0,20.0,1,0,0,1,1,0,0,0,879.8,1,1,41,0
1,1,74.65,1,0,0,0,0,0,0,0,383.65,0,0,5,0
0,0,61.2,1,0,1,0,0,1,1,0,4390.25,0,1,72,0
0,0,19.95,0,0,0,0,0,0,0,1,68.2,1,0,4,0
0,0,54.8,0,0,0,1,1,1,0,0,452.8,0,0,9,0
0,0,73.45,1,1,1,1,0,0,0,0,5329.0,0,1,72,0
0,0,51.45,1,0,0,1,0,1,0,1,1758.9,0,0,33,0
1,0,80.45,0,0,0,1,0,0,1,0,5737.6,0,1,72,0
0,1,54.2,1,0,0,1,0,1,1,0,1152.7,0,0,22,1
1,1,109.5,1,0,0,1,0,1,0,1,7674.55,0,0,70,1
1,1,104.4,0,0,0,1,1,0,0,0,2157.95,0,0,21,1
1,1,85.3,0,0,0,0,0,0,0,0,1219.85,0,0,15,0
1,1,79.3,1,1,0,1,0,1,0,0,2414.55,0,0,29,0
0,0,76.5,0,0,0,1,1,1,0,0,1155.6,0,0,15,0
1,0,105.1,1,1,1,1,1,0,1,0,7548.1,0,0,71,1
0,0,25.4,0,1,0,0,0,0,0,0,1809.35,1,1,72,0
1,1,86.85,1,0,0,1,0,0,0,0,1564.4,0,0,19,0
0,0,19.65,0,0,0,0,0,0,0,0,19.65,1,0,1,0
1,1,75.7,1,0,0,0,0,0,0,0,75.7,0,0,1,1
0,1,45.55,0,0,0,0,0,0,0,0,84.4,0,0,2,0
1,0,78.1,1,1,1,1,1,0,0,0,864.85,0,0,11,0
0,0,19.3,0,0,0,0,0,0,0,1,228.75,1,0,12,0
1,1,110.5,1,0,0,1,0,1,0,0,7752.05,0,1,70,0
1,1,90.8,0,1,0,1,0,0,0,0,1951.0,0,0,20,1
0,0,20.3,1,0,0,0,0,0,0,0,470.6,1,0,23,0
0,0,81.35,0,1,1,0,0,1,1,0,4060.9,0,1,49,0
1,1,97.95,1,0,0,1,1,0,0,0,384.5,0,0,4,1
1,0,108.15,1,0,1,0,0,1,1,0,3432.9,0,0,32,1
0,1,55.3,1,0,0,0,1,0,0,0,108.65,0,0,2,0
0,0,56.55,0,1,1,1,0,0,1,0,3952.65,0,1,69,0
1,0,80.5,1,0,1,0,0,0,0,0,463.05,0,0,6,1
0,0,19.7,1,0,0,1,1,0,0,0,494.05,1,1,24,0
1,0,104.05,1,0,1,0,0,0,0,1,3416.85,0,0,32,0
0,0,52.85,0,0,0,0,0,0,1,0,1498.65,0,1,27,0
1,0,104.3,1,1,0,1,0,1,1,0,2867.75,0,0,27,1
1,0,80.65,0,0,0,0,0,1,0,0,4807.35,0,0,58,0
1,0,71.35,1,0,0,0,0,0,0,0,71.35,0,0,1,1
0,0,24.65,1,0,1,1,1,0,0,0,471.35,1,1,18,0
0,0,21.3,1,0,0,1,1,0,0,0,1041.8,1,1,47,0
1,1,110.2,1,0,0,1,1,1,0,0,7689.8,0,1,70,0
1,1,89.4,0,0,0,0,0,1,0,0,1132.35,0,0,13,1
0,0,51.05,0,0,1,1,1,0,1,0,1815.0,0,0,36,0
0,0,19.8,1,0,0,0,0,0,0,0,1311.3,1,1,67,0
0,0,19.9,1,0,0,0,0,0,0,0,199.45,1,0,10,0
1,1,87.3,1,1,0,0,0,0,1,0,1637.3,0,0,19,0
0,0,19.85,0,0,0,1,1,0,0,0,1326.35,1,1,71,0
0,0,89.4,1,0,0,1,1,1,1,0,6376.55,0,1,72,0
0,0,20.0,0,0,0,1,1,0,0,0,935.9,1,1,48,0
0,0,20.05,0,0,0,0,0,0,0,0,20.05,1,0,1,0
0,1,83.25,0,0,0,1,1,1,1,0,1611.15,0,0,18,0
0,0,20.6,0,0,0,0,0,0,0,0,20.6,1,0,1,1
1,0,102.9,0,1,0,1,0,1,0,0,6989.7,0,1,67,0
0,0,39.1,0,0,0,1,1,1,1,0,2779.5,0,1,69,0
1,1,99.95,1,0,0,0,0,0,0,0,1931.75,0,0,19,1
1,0,114.5,1,1,0,1,0,1,1,0,8331.95,0,1,72,0
0,0,20.2,0,1,0,0,0,0,0,0,735.9,1,1,38,0
0,1,55.8,0,1,0,1,0,0,0,1,2283.3,0,0,40,0
0,0,24.2,1,0,0,1,1,0,0,0,1445.2,1,1,61,0
1,0,81.0,1,0,1,0,0,0,0,0,818.05,0,0,10,1
0,0,72.8,1,0,1,1,0,1,1,1,2333.05,0,0,32,0
1,0,99.85,1,0,1,0,0,0,0,0,1992.55,0,0,21,0
1,1,99.5,1,1,0,0,0,0,0,1,5890.0,0,0,59,0
1,1,70.15,1,1,0,1,0,0,0,0,916.75,0,0,13,1
0,0,20.25,0,0,1,0,0,0,0,0,1029.8,1,1,47,0
0,0,26.0,1,0,0,1,1,0,0,0,1796.55,1,1,69,0
0,0,19.9,1,0,1,0,0,0,0,0,33.7,1,0,2,0
0,0,19.05,0,0,0,1,1,0,0,0,454.05,1,0,22,0
1,1,96.5,1,1,0,1,0,0,1,0,1392.25,0,0,15,0
0,0,19.85,0,0,1,0,0,0,0,0,1049.6,1,1,53,0
0,0,25.7,0,1,0,1,0,0,0,0,734.6,1,0,28,0
0,0,20.3,0,0,0,0,0,0,0,1,475.1,1,0,22,0
1,0,70.15,1,0,0,0,0,0,0,0,70.15,0,0,1,1
1,1,91.55,1,1,0,1,0,1,0,0,1540.05,0,0,16,0
0,0,39.4,0,0,0,1,1,1,1,0,1978.65,0,1,48,0
1,0,105.7,1,1,0,1,0,1,1,0,3181.8,0,0,30,0
1,1,70.25,1,0,0,0,0,0,0,0,229.7,0,0,3,0
1,1,93.75,0,1,0,0,0,1,1,0,5625.55,0,1,57,0
1,0,96.55,1,1,1,1,0,0,1,1,6581.9,0,0,68,1
0,0,60.0,0,0,0,1,0,1,0,1,1347.15,0,0,23,0
0,0,59.8,1,0,1,1,0,1,0,0,3808.2,0,1,65,0
1,0,90.65,1,0,0,1,0,0,0,1,3974.15,0,0,44,0
1,0,109.0,1,0,0,1,1,0,1,0,7661.8,0,1,71,0
0,0,68.1,0,0,1,1,0,1,1,1,2479.25,0,0,37,0
0,0,20.4,0,0,0,0,0,0,0,0,266.6,1,0,12,0
0,0,81.95,1,0,0,1,1,1,0,0,5601.4,0,1,69,0
0,1,60.55,0,0,0,0,0,0,1,0,1982.6,0,0,35,0
0,0,65.6,1,0,0,0,0,1,0,0,339.9,0,0,5,0
1,0,82.5,0,0,0,1,1,0,0,0,4828.05,0,1,58,0
0,0,82.3,1,0,0,1,0,1,1,0,5980.55,0,1,72,0
0,0,68.15,0,0,0,1,0,1,1,0,4808.7,0,1,72,0
0,0,20.3,0,0,1,0,0,0,0,0,20.3,1,0,1,0
1,1,95.55,1,0,0,0,0,1,1,1,3692.85,0,0,39,1
0,0,20.2,0,0,1,1,1,0,0,1,1068.15,1,0,53,0
1,1,89.2,1,0,0,0,0,1,0,0,2383.6,0,0,27,0
1,1,69.65,1,1,0,0,0,0,0,0,69.65,0,0,1,1
1,1,89.3,1,1,0,0,0,0,0,0,89.3,0,0,1,1
1,1,74.8,0,0,0,1,0,0,1,0,1438.05,0,0,18,0
0,0,20.2,1,0,0,1,1,0,0,0,917.45,1,1,46,0
0,0,84.4,1,0,1,1,0,1,1,0,6096.45,0,1,72,0
1,1,87.55,1,0,0,0,0,1,0,0,3078.1,0,0,36,1
0,1,25.15,1,0,0,1,0,0,0,0,99.95,0,0,4,0
0,0,19.8,0,0,1,0,0,0,0,0,475.2,1,1,25,0
0,1,50.85,1,0,0,1,1,0,0,0,2036.55,0,0,40,0
1,1,102.4,1,0,0,1,0,0,0,0,6444.05,0,0,63,0
1,0,96.3,1,1,0,0,0,1,1,0,1426.75,0,0,15,1
0,0,55.5,1,0,1,0,0,0,0,0,767.55,0,0,14,0
1,0,109.75,1,1,0,1,0,1,0,0,7932.5,0,1,72,0
1,1,106.4,1,0,0,0,0,0,1,0,4040.65,0,0,39,0
0,0,60.0,1,0,1,1,1,0,1,0,2768.65,0,1,47,0
1,0,88.8,1,0,1,1,0,1,1,0,1672.35,0,0,19,0
1,1,85.2,1,0,0,0,0,0,0,0,474.8,0,0,5,1
0,1,35.1,1,0,0,0,0,0,0,0,446.1,0,0,13,1
1,0,80.05,0,0,0,0,0,0,0,0,1345.65,0,0,17,0
1,1,75.55,1,1,0,1,0,0,0,0,2425.4,0,0,34,0
0,1,49.55,1,0,0,0,0,0,0,0,2077.95,0,0,42,0
1,1,81.3,1,0,0,1,0,0,0,0,416.3,0,0,5,1
0,0,23.9,0,0,1,1,1,0,0,0,1663.5,1,1,71,0
0,0,66.4,0,1,0,1,0,0,1,0,1286.05,0,0,19,0
0,1,19.6,1,0,0,0,1,0,0,0,35.85,1,0,2,1
0,0,18.8,0,0,1,0,0,0,0,0,1094.35,1,1,57,0
1,1,108.4,1,0,0,1,0,1,0,0,7719.5,0,1,72,0
1,0,85.95,1,0,0,0,0,0,0,0,514.6,0,0,6,0
1,1,85.45,1,0,0,1,1,0,0,0,1451.6,0,0,17,1
0,0,80.9,0,0,0,1,0,0,0,0,4932.5,0,1,61,0
1,1,71.0,1,0,0,1,1,0,0,0,71.0,0,0,1,1
1,0,111.8,0,0,1,1,1,1,1,0,5443.65,0,1,48,0
0,0,20.6,1,0,1,0,0,0,0,0,330.25,1,0,16,0
1,1,85.05,1,1,0,0,0,0,0,0,746.5,0,0,9,1
0,1,44.6,0,0,0,0,0,0,0,0,122.7,0,0,3,0
0,1,44.4,1,0,0,0,1,0,0,0,44.4,0,0,1,1
1,0,105.1,0,0,1,0,0,0,0,0,6631.85,0,1,65,0
1,0,115.15,1,0,1,1,1,1,1,0,8250.0,0,1,70,0
0,0,59.8,1,0,0,1,0,0,1,1,3561.15,0,0,60,0
0,1,26.3,1,0,0,1,0,0,0,1,1763.55,1,0,69,0
1,1,70.55,0,1,0,0,0,0,0,0,2419.0,0,0,35,0
0,0,20.05,1,0,0,0,0,0,0,0,470.2,1,0,22,0
0,0,79.85,0,0,0,1,1,0,0,0,5234.95,0,1,66,0
1,1,70.3,1,1,0,1,0,0,0,0,70.3,0,0,1,1
1,0,79.35,1,0,0,1,0,0,0,0,79.35,0,0,1,1
1,0,90.05,1,0,1,1,1,0,0,0,3097.0,0,0,34,0
0,0,24.45,0,0,0,1,1,0,0,0,1709.1,1,1,72,0
0,1,59.95,0,0,0,1,1,1,1,1,1848.8,0,0,31,0
0,0,25.35,0,0,0,0,1,0,0,1,723.3,1,0,30,0
1,0,90.8,1,0,0,0,0,0,0,0,809.75,0,0,9,1
1,1,70.45,1,0,0,1,1,0,0,0,1470.95,0,0,20,1
0,0,34.3,1,1,1,1,0,0,0,0,577.15,0,0,19,0
1,1,105.05,1,0,0,1,0,0,1,0,6914.95,0,0,65,0
0,0,19.3,0,0,0,1,1,0,0,0,602.9,1,1,30,0
0,0,19.15,0,0,0,0,0,0,0,1,124.4,1,0,6,0
0,1,51.4,0,0,0,0,0,0,0,0,96.8,0,0,2,0
0,1,71.85,0,0,0,1,1,1,1,0,3827.9,0,0,53,0
1,1,75.4,1,1,0,1,0,0,0,0,533.05,0,0,7,0
0,0,49.7,1,0,0,1,1,0,1,1,2961.4,0,0,61,0
0,1,45.25,1,1,0,0,0,0,0,1,3264.45,0,0,70,1
0,1,78.75,1,0,0,0,0,0,1,0,995.35,0,0,13,0
1,0,81.6,1,1,0,1,0,0,0,1,2815.25,0,0,35,0
1,0,70.4,1,0,1,1,0,0,0,0,154.8,0,0,2,0
1,1,75.8,1,0,0,0,0,0,0,0,246.3,0,0,3,1
1,1,76.1,0,0,0,0,0,0,0,0,257.6,0,0,3,0
1,0,94.0,1,0,0,0,0,0,0,1,5757.2,0,0,62,0
1,0,103.95,0,0,1,1,1,1,1,0,7517.7,0,1,72,0
0,0,19.95,1,0,0,1,0,0,0,0,1234.8,1,1,63,0
1,0,71.3,0,1,1,0,0,0,0,0,1389.2,0,0,20,1
1,0,110.8,1,1,0,0,0,1,1,1,3836.3,0,0,35,0
1,1,69.1,1,1,0,1,0,0,0,0,1474.75,0,0,21,1
1,1,96.1,0,0,0,1,0,0,1,1,6001.45,0,0,62,0
0,0,48.8,1,0,0,0,0,0,0,0,720.1,0,0,15,0
0,0,50.55,1,0,1,0,0,0,1,0,2832.75,0,0,55,0
0,0,44.65,1,0,0,0,0,0,0,0,472.25,0,0,11,0
1,1,88.25,0,0,0,1,1,0,0,0,1460.65,0,0,17,1
0,0,19.45,0,0,0,0,0,0,0,1,1336.35,1,0,61,0
0,0,89.3,0,0,1,1,0,1,1,0,6388.65,0,1,71,0
1,0,70.0,0,0,0,0,0,0,0,0,153.05,0,0,2,1
0,0,19.25,0,0,0,0,0,0,0,0,677.9,1,1,35,0
1,0,70.5,0,0,0,0,0,0,0,0,1165.6,0,0,17,0
1,1,97.35,1,0,0,0,0,0,0,0,2119.5,0,0,21,1
0,0,19.65,0,0,0,1,0,0,0,0,921.55,1,1,47,0
0,0,20.85,0,0,0,1,0,0,0,0,72.0,1,0,3,0
0,0,19.65,1,0,0,0,0,0,0,0,68.35,1,0,3,0
0,0,19.35,1,1,1,1,0,0,0,0,847.25,1,1,44,0
0,0,44.0,1,0,0,0,0,0,0,0,44.0,0,0,1,0
1,1,94.4,0,0,0,1,1,0,0,1,4295.35,0,0,44,0
0,0,25.9,1,0,0,1,1,0,0,0,135.0,1,0,5,1
0,0,55.65,1,0,0,0,0,0,1,0,1400.55,0,0,24,1
1,1,69.65,1,0,0,0,1,0,0,0,69.65,0,0,1,1
1,1,75.4,1,0,0,0,0,0,1,0,1380.4,0,0,18,0
1,1,100.6,1,0,0,0,0,0,0,0,1060.2,0,0,10,1
0,0,71.0,0,0,0,1,0,0,1,0,4386.2,0,1,65,0
1,1,86.0,1,1,0,0,0,0,0,0,86.0,0,0,1,1
1,0,106.95,1,0,1,0,0,0,1,1,5785.5,0,0,53,1
0,0,21.2,0,0,0,0,0,0,0,1,52.05,1,0,3,0
0,0,61.05,1,0,0,1,0,1,1,0,2018.4,0,1,33,0
0,1,29.6,1,0,0,0,0,0,0,0,79.45,0,0,3,1
0,0,79.95,1,0,0,0,0,1,1,1,2727.3,0,0,34,0
0,0,19.7,1,0,0,1,1,0,0,0,263.65,1,1,14,0
0,0,20.3,1,0,0,0,0,0,0,0,275.4,1,0,13,0
0,0,59.9,1,1,0,1,0,1,0,1,2816.65,0,0,46,1
0,0,24.35,0,0,0,1,1,0,0,1,538.5,1,0,23,0
0,0,19.75,0,0,0,1,1,0,0,0,948.9,1,1,47,0
0,0,50.3,1,0,0,0,1,0,1,0,846.8,0,0,17,0
1,1,95.6,1,0,0,1,1,0,0,0,4783.5,0,0,49,1
0,1,50.25,1,1,0,1,0,0,0,0,2997.45,0,0,59,0
0,0,85.35,1,0,1,0,0,1,1,0,5897.4,0,1,69,0
0,1,41.6,1,0,0,0,0,0,0,1,470.6,0,0,11,1
0,0,51.65,1,0,0,0,0,0,1,0,524.5,0,0,10,0
0,0,24.0,1,0,0,1,1,0,0,0,269.65,1,1,12,0
1,0,100.85,1,0,1,0,0,0,0,0,4740.0,0,0,45,1
0,0,59.85,1,0,0,1,1,0,0,0,2341.5,0,0,39,0
0,0,25.45,0,1,1,1,0,0,0,0,1789.65,1,1,71,0
0,0,23.9,0,0,1,1,1,0,0,0,1626.4,1,1,71,0
0,0,24.15,0,0,1,1,1,0,0,1,800.3,1,0,33,0
1,0,75.7,1,1,0,0,0,0,0,0,5060.85,0,0,67,0
0,0,40.2,0,0,0,1,1,0,1,0,1448.8,0,0,37,1
1,1,84.5,0,0,0,1,1,0,0,0,4254.85,0,0,49,1
0,0,50.85,0,0,0,1,0,0,0,0,466.6,0,0,9,0
1,0,91.6,1,0,1,1,0,1,1,0,4627.8,0,1,52,0
1,1,98.9,0,0,0,0,0,0,0,1,6838.6,0,0,70,0
1,1,85.0,1,0,0,0,0,0,0,0,85.0,0,0,1,0
1,1,78.95,1,1,0,0,0,0,0,0,1101.85,0,0,14,1
0,0,44.3,1,0,0,0,0,0,0,0,44.3,0,0,1,0
0,0,20.2,0,0,0,0,0,0,0,0,20.2,1,0,1,1
1,0,80.2,1,0,0,0,0,0,0,1,4297.6,0,0,52,0
0,0,60.9,0,0,0,0,0,0,0,0,414.1,0,0,6,0
0,0,34.2,0,0,0,1,0,0,1,0,256.6,0,0,7,0
1,0,85.2,1,1,0,0,0,0,0,0,3969.35,0,0,47,1
1,0,87.15,1,0,1,0,0,1,1,1,2274.1,0,0,26,0
0,1,54.3,0,0,0,1,1,1,1,0,1296.8,0,0,25,0
0,0,19.1,1,0,0,0,0,0,0,0,1268.85,1,1,69,0
1,0,112.75,1,0,1,0,0,1,1,0,8192.6,0,1,72,0
0,0,19.95,1,0,0,0,0,0,0,0,59.25,1,0,4,0
0,0,19.5,0,0,0,1,1,0,0,0,1147.85,1,1,59,0
0,0,65.55,0,0,0,0,0,0,1,0,4361.55,0,1,67,0
1,1,78.8,1,1,0,0,0,0,0,0,2006.1,0,0,26,0
0,0,78.2,0,0,0,0,0,1,0,1,2078.95,0,0,27,0
1,0,105.25,0,0,0,1,1,0,1,0,7609.75,0,1,72,0
1,1,89.25,1,0,0,0,0,1,0,0,487.05,0,0,6,0
0,0,20.65,0,0,1,1,1,0,0,0,1218.45,1,1,62,0
0,1,68.7,1,0,0,0,0,1,0,1,1416.2,0,0,20,0
0,0,78.65,0,0,1,0,0,1,1,0,483.3,0,0,6,0
0,0,24.75,0,0,0,0,0,0,0,0,1234.6,1,1,51,0
0,0,19.75,0,0,1,1,1,0,0,0,1311.6,1,1,61,0
1,1,89.1,1,1,0,1,0,0,1,0,5618.3,0,0,62,0
1,0,84.7,1,0,0,0,0,1,1,0,6185.15,0,1,72,0
1,1,98.0,1,1,0,1,0,0,0,0,1237.85,0,0,13,1
1,1,94.45,1,0,0,1,0,0,0,0,498.1,0,0,5,1
1,1,105.0,1,1,0,0,0,0,0,0,294.45,0,0,3,1
1,1,93.85,1,1,0,1,0,0,0,0,2381.55,0,0,26,1
0,1,59.9,1,1,0,0,0,0,0,0,788.35,0,0,13,0
0,0,19.95,1,0,0,1,1,0,0,0,756.4,1,1,38,0
1,1,84.0,1,1,0,1,0,0,0,0,613.4,0,0,8,1
1,1,108.9,1,1,0,1,1,1,0,0,3625.2,0,0,34,0
0,0,33.6,0,0,0,0,0,0,1,0,550.35,0,0,18,0
1,0,85.85,1,0,0,1,1,1,0,1,4793.8,0,0,56,0
0,0,34.85,1,0,0,0,0,1,0,0,1267.2,0,0,36,0
0,1,48.75,1,0,0,1,0,0,0,0,442.2,0,0,9,1
1,1,84.85,1,0,0,0,0,0,0,0,84.85,0,0,1,1
